agent_id,dem_age,dem_gender,dem_ethnicity,dem_education,dem_income,dem_occupation,dem_industry,dem_politics,dem_religion,dem_text,hx_hh,hx_em,hx_ex,hx_ag,hx_co,hx_op,psm_risk,psm_patience,psm_altruism,psm_pos_rec,psm_neg_rec,psm_trust,cs_deontology,cs_utilitarianism,human_roll,human_report,human_reason,human_honest
549,72,woman,black,some college education,"between $25,000 and $49,000 per year",retired,rETIRED,democrat,other,"You are a 72-year-old black woman. You have some college education. You are retired. You lean democrat politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",4.25,3.5,4.0,3.5,4.5,4.0,5,8,10,10,3.6666666666666665,4,4.2,2.0,4,4,I THINK THAT AN EVEN NUMBER WOULD GIVE ME AN GOOD CHANCE OF WINNING,True
550,73,woman,black,a graduate degree,"between $50,000 and $74,000 per year",retired,retired,democrat,other,"You are a 73-year-old black woman. You have a graduate degree. You are retired. You lean democrat politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",3.5,2.5,4.0,2.75,4.0,4.0,5,7,7,7,3.3333333333333335,7,4.0,2.0,6,6,Adhering to the instructions to enter number rolled on the dice,True
551,23,woman,white,an undergraduate degree,"between $25,000 and $49,000 per year",full-time,technology,democrat,not religious,"You are a 23-year-old white woman. You have an undergraduate degree. You work full-time in the technology sector. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",4.25,3.75,4.0,3.5,4.5,3.0,6,8,9,10,4.666666666666667,1,3.6,2.4,1,1,I entered the number I rolled,True
552,29,woman,white,a graduate degree,"between $100,000 and $149,000 per year",self-employed,education,independent,catholic,"You are a 29-year-old white woman. You have a graduate degree. You work as a self-employed professional in the education sector. You lean independent politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.25,3.5,3.0,3.0,3.75,3.5,6,5,5,7,4.666666666666667,5,2.4,2.0,1,1,That was the number it landed on.,True
553,28,man,hispanic,an undergraduate degree,"between $25,000 and $49,000 per year",unemployed,technology,other,not religious,"You are a 28-year-old hispanic man. You have an undergraduate degree. You are currently unemployed. You do not align with a specific political party. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",4.5,3.25,2.0,2.5,3.0,4.0,4,9,9,8,4.666666666666667,5,4.0,2.2,4,4,Well it's because that was the number I got when rolling the dice.,True
554,55,man,white,a high school diploma,"between $50,000 and $74,000 per year",full-time,retail,republican,protestant,"You are a 55-year-old white man. You have a high school diploma. You work full-time in the retail sector. You lean republican politically. You identify as protestant. Your household income is between $50,000 and $74,000 per year.",4.0,2.5,3.5,3.5,4.0,3.25,6,7,8,9,1.6666666666666667,8,4.2,1.4,2,2,I entered the number that was rolled. I did not want to lie about it nor did I know if the number was actually recorded. I thought it would have been nice to roll a 5 and get the higher bonus but wanted to be truthful as well.,True
555,35,woman,black,a high school diploma,"between $50,000 and $74,000 per year",part-time,digital Technology,democrat,other,"You are a 35-year-old black woman. You have a high school diploma. You work part-time in the digital Technology sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",2.5,3.75,3.5,2.0,3.75,3.25,5,6,7,9,8.333333333333334,2,3.2,1.0,3,3,"I chose the number that the die landed on. I did consider, for a moment, that I could lie. But I figured that would be easy to check and would just be a waste of time.",True
556,23,woman,hispanic,an undergraduate degree,"between $50,000 and $74,000 per year",part-time,arts and entertainment,democrat,not religious,"You are a 23-year-old hispanic woman. You have an undergraduate degree. You work part-time in the arts and entertainment sector. You lean democrat politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.25,3.0,3.75,3.0,4.5,5.0,7,9,10,10,5.0,9,5.0,2.2,5,5,It was the number indicated on the dice when I clicked it to roll it.,True
557,59,woman,black,an undergraduate degree,"between $100,000 and $149,000 per year",part-time,healthcare,democrat,protestant,"You are a 59-year-old black woman. You have an undergraduate degree. You work part-time in the healthcare sector. You lean democrat politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.75,3.25,4.5,3.0,3.25,3.5,7,8,9,10,2.6666666666666665,8,2.8,1.4,4,4,I counted the number of dots.,True
558,57,woman,asian,an undergraduate degree,"between $25,000 and $49,000 per year",full-time,retail,independent,other,"You are a 57-year-old asian woman. You have an undergraduate degree. You work full-time in the retail sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",3.75,2.25,4.5,2.75,3.75,3.0,9,8,10,10,7.333333333333333,5,3.6,2.2,3,3,I had to be honest based on what I actuall saw.,True
559,46,man,hispanic,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,hospitality,democrat,protestant,"You are a 46-year-old hispanic man. You have an undergraduate degree. You work full-time in the hospitality sector. You lean democrat politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",2.5,3.0,3.0,3.0,3.0,3.5,9,9,8,8,8.0,8,4.0,4.0,6,6,"The decision to enter a specific number was guided by a need to balance precision with psychological, cognitive, and situational factors rather than purely random selection.",True
560,36,woman,hispanic,a high school diploma,"between $50,000 and $74,000 per year",part-time,finance,other,other,"You are a 36-year-old hispanic woman. You have a high school diploma. You work part-time in the finance sector. You do not align with a specific political party. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",4.75,2.75,4.25,3.5,4.75,3.75,7,8,8,9,0.0,5,3.8,1.4,6,6,"I picked the number that I was given by the result of the die being rolled, although disappointing it was the fact of the matter, that simple!",True
561,46,woman,white,a high school diploma,"between $75,000 and $99,000 per year",homemaker or caregiver,none,republican,protestant,"You are a 46-year-old white woman. You have a high school diploma. You are a homemaker or caregiver. You lean republican politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",5.0,3.75,3.25,3.25,3.75,4.25,3,3,6,9,1.0,6,4.0,2.2,2,2,I chose to be honest,True
562,23,man,white,an undergraduate degree,"between $25,000 and $49,000 per year",part-time,arts and entertainment,democrat,not religious,"You are a 23-year-old white man. You have an undergraduate degree. You work part-time in the arts and entertainment sector. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",3.75,3.0,3.25,3.0,2.75,4.75,8,7,7,8,8.0,7,3.6,3.8,2,2,That was the number rolled on the dice_x000D_ ,True
563,20,woman,white,a high school diploma,"less than $25,000 per year",full-time,retail,democrat,not religious,"You are a 20-year-old white woman. You have a high school diploma. You work full-time in the retail sector. You lean democrat politically. You identify as not religious. Your household income is less than $25,000 per year.",4.0,3.5,3.5,3.25,4.0,3.5,6,6,8,8,4.0,6,3.4,2.2,4,4,I entered the number that I rolled on the dice because i didn't want to lie.,True
564,73,man,white,a high school diploma,"between $100,000 and $149,000 per year",retired,arts and entertainment,republican,catholic,"You are a 73-year-old white man. You have a high school diploma. You are retired. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.25,2.0,4.5,3.0,4.0,3.5,6,7,10,10,0.6666666666666666,8,4.0,2.0,5,5,I was asked to roll the die by clicking on it and remember the number it shows and enter it on the next slide.,True
565,55,woman,white,an undergraduate degree,,self-employed,arts and entertainment,democrat,other,You are a 55-year-old white woman. You have an undergraduate degree. You work as a self-employed professional in the arts and entertainment sector. You lean democrat politically. You identify with a religion not listed here.,4.5,3.5,3.25,3.75,4.75,5.0,8,10,10,10,0.6666666666666666,10,3.6,2.4,4,4,4 was the number I rolled,True
566,71,woman,white,some college education,"between $25,000 and $49,000 per year",retired,retired,republican,protestant,"You are a 71-year-old white woman. You have some college education. You are retired. You lean republican politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",4.75,3.25,3.0,2.75,4.0,2.0,2,6,9,9,4.666666666666667,2,3.0,1.2,6,6,I saw a 6.,True
567,45,man,white,a graduate degree,"between $100,000 and $149,000 per year",self-employed,education,democrat,not religious,"You are a 45-year-old white man. You have a graduate degree. You work as a self-employed professional in the education sector. You lean democrat politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",4.0,3.75,3.0,2.75,3.0,3.75,2,6,8,8,3.3333333333333335,5,2.8,2.0,5,5,"It was pretty straightforward - the instructions told me to enter the number on the rolled dice into the next section, so I did.",True
568,60,woman,white,a graduate degree,"between $50,000 and $74,000 per year",retired,finance,democrat,other,"You are a 60-year-old white woman. You have a graduate degree. You are retired. You lean democrat politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",4.25,3.25,2.25,2.75,3.75,4.0,2,8,7,7,7.0,4,3.6,2.0,3,3,because that is what i rolled. are you testing to see if people lie? it's wild that they would.,True
569,55,man,white,a graduate degree,"between $100,000 and $149,000 per year",part-time,technology,republican,protestant,"You are a 55-year-old white man. You have a graduate degree. You work part-time in the technology sector. You lean republican politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.75,3.0,4.5,3.25,4.0,4.25,4,8,8,9,4.666666666666667,6,3.8,1.6,2,2,I entered the number I rolled because I wanted to answer honestly and keep the result consistent with the actual outcome.,True
570,23,woman,white,an undergraduate degree,"between $100,000 and $149,000 per year",student,student,independent,not religious,"You are a 23-year-old white woman. You have an undergraduate degree. You are a student. You lean independent politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",3.5,3.5,3.5,4.0,4.0,3.0,3,5,5,8,0.0,8,4.8,2.0,1,1,"I was instructed to roll the dice and insert the number that the dice showed me, so I was following instructions.",True
571,56,woman,white,an undergraduate degree,"between $150,000 and $199,000 per year",self-employed,marketing,democrat,not religious,"You are a 56-year-old white woman. You have an undergraduate degree. You work as a self-employed professional in the marketing sector. You lean democrat politically. You identify as not religious. Your household income is between $150,000 and $199,000 per year.",4.75,3.5,4.0,3.5,3.25,4.0,6,7,8,8,5.666666666666667,8,3.8,1.2,2,2,It was the number I got when I rolled the dice,True
572,81,woman,white,an undergraduate degree,"between $25,000 and $49,000 per year",part-time,education,republican,protestant,"You are a 81-year-old white woman. You have an undergraduate degree. You work part-time in the education sector. You lean republican politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",5.0,1.0,5.0,4.5,5.0,4.5,8,9,10,10,0.0,9,5.0,1.0,5,5,I counted the dots,True
573,23,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",part-time,finance,republican,catholic,"You are a 23-year-old white man. You have an undergraduate degree. You work part-time in the finance sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.75,2.25,3.25,3.0,4.0,3.5,7,7,10,10,0.6666666666666666,7,3.4,3.0,4,4,It's the result I got after rolling the dice.,True
574,67,woman,white,an undergraduate degree,"less than $25,000 per year",self-employed,arts and entertainment,democrat,protestant,"You are a 67-year-old white woman. You have an undergraduate degree. You work as a self-employed professional in the arts and entertainment sector. You lean democrat politically. You identify as protestant. Your household income is less than $25,000 per year.",3.5,3.75,4.75,2.0,3.5,5.0,3,6,10,10,5.333333333333333,8,3.2,1.0,5,5,I had decided beforehand to be honest. I was surprised to see a 5 turn up.,True
575,47,man,black,some college education,"less than $25,000 per year",homemaker or caregiver,healthcare,,catholic,"You are a 47-year-old black man. You have some college education. You are a homemaker or caregiver. You identify as catholic. Your household income is less than $25,000 per year.",3.0,3.0,4.0,2.25,3.5,4.0,8,9,8,6,5.0,5,3.8,2.2,4,4,I considered the probability of the dice to roll into the maximum number of times,True
576,25,man,hispanic,an undergraduate degree,"between $150,000 and $199,000 per year",full-time,education,independent,catholic,"You are a 25-year-old hispanic man. You have an undergraduate degree. You work full-time in the education sector. You lean independent politically. You identify as catholic. Your household income is between $150,000 and $199,000 per year.",3.25,2.25,3.5,2.0,4.25,4.25,8,9,9,10,9.0,5,2.6,1.4,5,5,Biggest risk gave the biggest reward,True
577,50,woman,black,a graduate degree,"between $75,000 and $99,000 per year",self-employed,retail,democrat,not religious,"You are a 50-year-old black woman. You have a graduate degree. You work as a self-employed professional in the retail sector. You lean democrat politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.5,2.75,3.5,3.0,4.0,3.5,4,7,8,10,4.0,5,3.2,2.0,5,5,"I decided to enter the number that was shown on the die because that is what the instructions told me to do. I rolled a 5 and, thus, entered 5 in the box on the next slide.",True
578,59,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,healthcare,republican,protestant,"You are a 59-year-old white man. You have an undergraduate degree. You work full-time in the healthcare sector. You lean republican politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.75,1.25,4.5,3.0,4.25,4.25,5,7,10,10,3.6666666666666665,8,4.0,1.4,3,3,"The instructions said to enter the die I rolled. So, I entered the number I rolled.",True
579,22,woman,white,an undergraduate degree,"between $25,000 and $49,000 per year",unemployed,journalism,democrat,catholic,"You are a 22-year-old white woman. You have an undergraduate degree. You are currently unemployed. You lean democrat politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",3.25,3.5,2.5,3.25,4.75,4.5,8,3,8,10,2.3333333333333335,4,3.2,2.0,4,4,"I considered sayign that it landed on 5 no matter what, but since it landed on 4, I decided to tell the truth since that was the second-best option.",True
580,67,woman,black,a graduate degree,"between $100,000 and $149,000 per year",full-time,finance,republican,protestant,"You are a 67-year-old black woman. You have a graduate degree. You work full-time in the finance sector. You lean republican politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.0,1.0,5.0,3.5,4.75,4.5,9,8,10,10,0.6666666666666666,5,4.8,1.0,6,6,Truthfulness guided my decision-making.,True
581,27,man,other,an undergraduate degree,"between $75,000 and $99,000 per year",part-time,technology,republican,catholic,"You are a 27-year-old man of another ethnicity. You have an undergraduate degree. You work part-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",4.0,2.75,4.75,2.75,5.0,4.75,8,10,9,10,5.0,6,5.0,1.0,6,6,I entered the outcome on the die and thought of being truthful,True
582,61,woman,hispanic,an undergraduate degree,"between $50,000 and $74,000 per year",full-time,transportation,republican,not religious,"You are a 61-year-old hispanic woman. You have an undergraduate degree. You work full-time in the transportation sector. You lean republican politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.25,2.5,3.75,2.75,4.0,4.0,7,8,3,9,0.6666666666666666,4,3.4,2.0,5,5,I entered the number that was on the dice. I saw no reason not to.,True
583,23,woman,asian,an undergraduate degree,"between $75,000 and $99,000 per year",student,healthcare,democrat,catholic,"You are a 23-year-old asian woman. You have an undergraduate degree. You are a student. You lean democrat politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",3.5,3.25,3.75,3.0,3.0,3.75,4,8,5,10,3.3333333333333335,5,3.8,2.0,1,1,I followed the instructions when deciding what number to enter.,True
584,71,woman,white,some college education,"between $25,000 and $49,000 per year",retired,retired,democrat,not religious,"You are a 71-year-old white woman. You have some college education. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",5.0,2.25,4.25,4.25,2.75,3.25,7,8,10,10,2.6666666666666665,10,4.0,2.0,2,2,i entered what i saw,True
585,61,man,black,a high school diploma,"between $25,000 and $49,000 per year",retired,retired,republican,other,"You are a 61-year-old black man. You have a high school diploma. You are retired. You lean republican politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",3.5,2.25,4.0,3.5,3.75,4.0,7,5,6,7,3.3333333333333335,5,2.8,2.6,2,2,following the instructions on the payout,True
586,27,man,hispanic,a high school diploma,"less than $25,000 per year",self-employed,data entry,democrat,other,"You are a 27-year-old hispanic man. You have a high school diploma. You work as a self-employed professional in the data entry sector. You lean democrat politically. You identify with a religion not listed here. Your household income is less than $25,000 per year.",4.25,3.25,2.25,1.5,3.25,4.75,1,0,6,8,6.333333333333333,0,3.2,1.8,5,5,I tried picking the number that gave the most money. I got a five so I picked a 5.,True
587,56,man,asian,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,arts and entertainment,democrat,not religious,"You are a 56-year-old asian man. You have an undergraduate degree. You work full-time in the arts and entertainment sector. You lean democrat politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.25,2.5,3.75,3.5,3.5,3.75,7,9,9,9,0.0,7,4.0,2.0,2,2,It was the number that was rolled,True
588,60,woman,white,a graduate degree,"between $100,000 and $149,000 per year",unemployed,currently unemployed,democrat,jewish,"You are a 60-year-old white woman. You have a graduate degree. You are currently unemployed. You lean democrat politically. You identify as jewish. Your household income is between $100,000 and $149,000 per year.",5.0,2.75,4.0,3.5,3.5,2.75,3,6,7,10,3.3333333333333335,9,2.6,1.6,4,4,"I like to be honest. I don't want to have to feel guilty afterwards. So, I entered a 4 because I rolled a 4.",True
589,21,man,black,a high school diploma,"between $50,000 and $74,000 per year",part-time,technology,republican,catholic,"You are a 21-year-old black man. You have a high school diploma. You work part-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",3.5,3.25,3.5,2.5,3.25,3.5,8,8,8,8,5.333333333333333,5,4.0,2.4,2,2,I considered the number of spots on the dice and assumed that is the number I got from rolling the dice.,True
590,50,man,white,some college education,"between $50,000 and $74,000 per year",full-time,retail,democrat,not religious,"You are a 50-year-old white man. You have some college education. You work full-time in the retail sector. You lean democrat politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.25,3.5,4.0,3.0,3.0,3.5,3,8,6,7,1.3333333333333333,5,3.6,2.0,5,5,"I was told to enter the number I rolled, so I did",True
591,23,man,white,some college education,"between $150,000 and $199,000 per year",full-time,finance,republican,protestant,"You are a 23-year-old white man. You have some college education. You work full-time in the finance sector. You lean republican politically. You identify as protestant. Your household income is between $150,000 and $199,000 per year.",2.5,3.25,3.0,2.5,3.25,3.5,7,8,7,6,7.0,8,3.4,3.8,2,2,"It said to click 2 after landing on 2, I did try clicking on the die tho",True
592,36,man,asian,a graduate degree,"between $150,000 and $199,000 per year",full-time,retail,independent,protestant,"You are a 36-year-old asian man. You have a graduate degree. You work full-time in the retail sector. You lean independent politically. You identify as protestant. Your household income is between $150,000 and $199,000 per year.",3.75,3.0,3.25,2.75,3.0,3.75,6,4,8,9,3.3333333333333335,4,2.4,3.0,2,2,It was the number I received.,True
593,45,man,black,some college education,"between $25,000 and $49,000 per year",full-time,finance,democrat,not religious,"You are a 45-year-old black man. You have some college education. You work full-time in the finance sector. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",2.75,3.75,2.25,1.5,2.75,4.25,8,9,6,10,10.0,0,2.2,1.4,4,4,I was entering the true number I rolled. There is no need to lie.,True
594,60,man,white,an undergraduate degree,"between $50,000 and $74,000 per year",retired,arts and entertainment,democrat,not religious,"You are a 60-year-old white man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",3.75,3.25,4.0,2.0,4.25,4.5,2,10,7,10,5.333333333333333,7,2.8,1.2,1,1,"I briefly thought about entering a number that would get me a larger bonus, but then I decided to be honest and record what I actually got.",True
595,22,woman,white,a high school diploma,"less than $25,000 per year",part-time,shipping,independent,other,"You are a 22-year-old white woman. You have a high school diploma. You work part-time in the shipping sector. You lean independent politically. You identify with a religion not listed here. Your household income is less than $25,000 per year.",2.75,4.0,4.0,2.5,3.5,4.25,6,8,8,10,7.0,4,3.6,3.0,3,3,"I could have lied and said i rolled a 6 but that is unethical, and i rolled a 3 which could have been worse. so i decided to be honest",True
596,95,woman,white,an undergraduate degree,"between $25,000 and $49,000 per year",retired,education,republican,catholic,"You are a 95-year-old white woman. You have an undergraduate degree. You are retired. You lean republican politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",4.25,3.25,3.5,3.25,2.75,3.0,2,6,8,10,3.3333333333333335,7,3.4,1.0,6,6,It was the number of spots on the dice cube that was shown,True
597,57,woman,white,some college education,"between $100,000 and $149,000 per year",part-time,logistics,independent,other,"You are a 57-year-old white woman. You have some college education. You work part-time in the logistics sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $100,000 and $149,000 per year.",4.0,2.5,4.25,2.75,4.25,4.0,9,7,5,10,0.0,8,4.4,1.6,6,6,"I entered 6 because that is what the die produced.  There was no process, this was pretty straightforward.",True
598,59,man,white,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,technology,republican,protestant,"You are a 59-year-old white man. You have an undergraduate degree. You work full-time in the technology sector. You lean republican politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",4.0,2.25,3.0,3.75,2.0,3.0,2,7,6,8,3.0,7,3.6,1.0,3,3,"No reason to lie, all lies are eventually found out.",True
599,25,man,hispanic,less than a high school diploma,"between $25,000 and $49,000 per year",self-employed,surveys study game rewards,independent,other,"You are a 25-year-old hispanic man. You have less than a high school diploma. You work as a self-employed professional in the surveys study game rewards sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",2.0,2.0,3.0,4.0,4.0,5.0,5,5,5,10,3.3333333333333335,10,5.0,4.2,3,3,self honor,True
600,47,man,black,an undergraduate degree,"between $25,000 and $49,000 per year",full-time,healthcare,democrat,protestant,"You are a 47-year-old black man. You have an undergraduate degree. You work full-time in the healthcare sector. You lean democrat politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",4.25,1.0,5.0,4.0,3.25,4.5,9,10,10,10,3.3333333333333335,10,4.8,2.6,6,6,randomly,True
601,23,man,white,an undergraduate degree,"between $150,000 and $199,000 per year",full-time,manufacturing,independent,catholic,"You are a 23-year-old white man. You have an undergraduate degree. You work full-time in the manufacturing sector. You lean independent politically. You identify as catholic. Your household income is between $150,000 and $199,000 per year.",3.75,2.0,4.0,3.5,3.5,4.0,9,2,7,7,3.6666666666666665,7,4.0,3.0,3,3,Well I selected the number 3 because the dice rolled onto that specific number and If you follow the chart provided it amounted to 1 dollar.,True
602,63,,,an undergraduate degree,,self-employed,retail,independent,catholic,You are a 63-year-old person. You have an undergraduate degree. You work as a self-employed professional in the retail sector. You lean independent politically. You identify as catholic.,2.5,3.0,2.75,3.5,3.0,4.25,7,8,0,0,2.0,2,2.8,3.0,1,1,I guess the researchers can track what the die roll was. I wanted to add a higher bonus and did not.,True
603,21,woman,white,a high school diploma,"between $75,000 and $99,000 per year",student,arts and entertainment,democrat,catholic,"You are a 21-year-old white woman. You have a high school diploma. You are a student. You lean democrat politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",4.5,2.75,4.0,2.75,4.0,3.5,6,7,7,8,4.333333333333333,5,3.8,1.4,1,1,"Based on the chart below, the additional payout for entering 1 is $0.25.",True
604,71,man,white,a high school diploma,"less than $25,000 per year",part-time,retail,independent,not religious,"You are a 71-year-old white man. You have a high school diploma. You work part-time in the retail sector. You lean independent politically. You identify as not religious. Your household income is less than $25,000 per year.",4.0,3.75,3.75,1.25,4.0,2.75,0,0,10,10,0.0,7,5.0,1.0,4,4,That was the number the dice rolled.,True
605,78,woman,white,an undergraduate degree,"between $50,000 and $74,000 per year",retired,non Profit,democrat,not religious,"You are a 78-year-old white woman. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.0,2.75,4.5,3.5,3.75,3.25,7,6,10,8,0.6666666666666666,9,3.2,1.0,3,3,"The number I rolled when clicking on the die was the number I entered, which is what the directions called for. I followed the directions.",True
606,65,woman,black,some college education,"between $25,000 and $49,000 per year",retired,arts and entertainment,independent,other,"You are a 65-year-old black woman. You have some college education. You are retired. You lean independent politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",3.5,2.5,3.75,3.25,4.0,3.5,7,7,8,7,2.3333333333333335,5,3.6,2.0,5,5,I rolled the dice and the number that showed up was 5 and that is what I put in the box.,True
607,56,woman,white,some college education,"less than $25,000 per year",self-employed,retail,democrat,protestant,"You are a 56-year-old white woman. You have some college education. You work as a self-employed professional in the retail sector. You lean democrat politically. You identify as protestant. Your household income is less than $25,000 per year.",4.75,2.5,5.0,2.75,4.5,3.75,3,2,10,10,0.0,0,4.6,1.0,2,2,"I figured that it would do whatever it wanted to do so there is no need in worrying about what it might do, just take it like it is. I decided to enter the correct answer so that I can remain being honest.",True
608,46,man,other,some college education,"between $75,000 and $99,000 per year",full-time,manufacturing,democrat,not religious,"You are a 46-year-old man of another ethnicity. You have some college education. You work full-time in the manufacturing sector. You lean democrat politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.5,2.5,4.25,2.75,4.75,4.75,7,7,7,10,3.3333333333333335,5,3.8,1.4,5,5,I entered the actual number that rolled. No cheating required.,True
609,57,woman,white,a high school diploma,"between $25,000 and $49,000 per year",self-employed,client services,democrat,not religious,"You are a 57-year-old white woman. You have a high school diploma. You work as a self-employed professional in the client services sector. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",5.0,2.25,3.5,3.25,4.25,3.75,8,10,10,10,0.0,10,4.6,1.6,5,5,i rolled a 5 so i put in that number,True
610,66,woman,black,an undergraduate degree,"less than $25,000 per year",self-employed,hospitality,,other,"You are a 66-year-old black woman. You have an undergraduate degree. You work as a self-employed professional in the hospitality sector. You identify with a religion not listed here. Your household income is less than $25,000 per year.",4.25,3.5,5.0,3.5,5.0,3.75,8,10,10,10,3.3333333333333335,6,3.8,2.4,4,4,that was the number on the die and the corresponding number on chart.,True
611,54,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,transporation,democrat,catholic,"You are a 54-year-old white man. You have an undergraduate degree. You work full-time in the transporation sector. You lean democrat politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.5,1.25,4.5,3.0,5.0,3.75,4,10,10,10,8.0,7,1.6,1.0,5,5,Roll was ACTUAL number 5 . That's what I entered .,True
612,53,man,white,some college education,"between $50,000 and $74,000 per year",full-time,retail,independent,other,"You are a 53-year-old white man. You have some college education. You work full-time in the retail sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",4.5,2.5,4.25,3.0,4.0,4.0,6,6,9,10,0.6666666666666666,7,3.8,1.4,6,6,My reasoning was the rules. The rules stated to enter the number that the die landed on. Even though the payout was 0 the result was a die roll of 6.,True
613,20,man,black,an undergraduate degree,"between $50,000 and $74,000 per year",full-time,technology,democrat,catholic,"You are a 20-year-old black man. You have an undergraduate degree. You work full-time in the technology sector. You lean democrat politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",3.25,2.25,3.5,3.5,3.75,3.75,8,8,8,8,8.0,8,3.6,1.0,2,5,"I entered the number I remembered seeing from the die roll. I focused on reporting the outcome accurately, even though the payout amounts were different for each number.",False
614,23,woman,white,a graduate degree,"between $100,000 and $149,000 per year",full-time,technology,republican,catholic,"You are a 23-year-old white woman. You have a graduate degree. You work full-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.0,2.75,3.75,4.25,3.75,4.5,9,9,7,7,4.666666666666667,7,3.4,3.4,5,5,I just decided based on my intuiton and nothing serious,True
615,52,man,white,a high school diploma,"between $50,000 and $74,000 per year",full-time,manufacturing,independent,protestant,"You are a 52-year-old white man. You have a high school diploma. You work full-time in the manufacturing sector. You lean independent politically. You identify as protestant. Your household income is between $50,000 and $74,000 per year.",4.75,3.25,3.75,2.75,4.5,3.5,2,5,8,10,1.6666666666666667,2,4.4,1.0,3,3,That's the number that came up....I'm an honest person,True
616,46,man,white,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,education,democrat,other,"You are a 46-year-old white man. You have an undergraduate degree. You work full-time in the education sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $75,000 and $99,000 per year.",4.0,3.0,2.0,2.75,3.75,3.0,1,9,9,9,2.3333333333333335,6,3.8,2.0,4,4,"I wanted to be honest, even though I was tempted to enter the number that would get me the highest bonus.",True
